OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
753891,04092014520,El Tapatio #4,4511 New Bern AVE,,RALEIGH,NC,27610,(919) 255-9161,2006/03/09 00:00:00+00,Restaurant,13261,-78.55938498,35.79875761,M
753892,04092017252,WINGS OVER RALEIGH,2900-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 546-9111,2016/06/29 00:00:00+00,Restaurant,13255,-78.67505846,35.78933335,M
753893,04092011783,Taco Bell #3421,1120 KILDAIRE FARM RD,,CARY,NC,27511-4523,(919) 481-0850,1995/12/04 00:00:00+00,Restaurant,13277,-78.78221308,35.76974275,M
753894,04092016636,TORERO'S MEXICAN RESTAURANT,3002 LELAND DR ,,RALEIGH,NC,27616,(919) 217-7883,2014/02/28 00:00:00+00,Restaurant,13295,-78.51241088,35.89258287,M
753895,04092017729,Whole Foods Market #10611 Produce,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 00:00:00+00,Restaurant,13296,-78.88191924,35.83347908,M
753896,04092017771,Bawarchi Grill & Spirits,800 W Williams ST ,,APEX,NC,27502,(919) 363-9000,2017/12/29 00:00:00+00,Restaurant,13299,-78.86480181,35.73964723,M
753897,04092016778,BIRYANI MAXX,590 E. CHATHAM ST.,,CARY,NC,27511,(919) 377-0346,2014/09/29 00:00:00+00,Restaurant,13305,-78.76832214,35.79037457,M
753898,04092021486,Food Lion #2638 Deli/Bakery,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 00:00:00+00,Food Stand,13316,-78.54796019,35.72312495,M
753899,04092017624,DOMINO'S #8855,135 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4219,2017/06/16 00:00:00+00,Restaurant,13334,-78.63753225,35.77583605,M
753900,04092015033,Jersey Mikes Subs,1121-105 Falls River AVE ,,RALEIGH,NC,27614,(919) 848-4343,2007/12/12 00:00:00+00,Restaurant,13317,-78.58829014,35.90616936,M
753901,04092021871,STEVE'S MINI MART,807 W GARNER RD ,,GARNER,NC,27529,(919) 779-7713,2015/09/03 00:00:00+00,Food Stand,13352,-78.61343438,35.71080189,M
753902,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017/12/15 00:00:00+00,Restaurant,13323,-78.57985951,35.8552556,M
753903,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 00:00:00+00,Restaurant,13365,-78.77801463,35.91234038,M
753904,04092017547,POTBELLY SANDWICH SHOP,9662 CHAPEL HILL RD ,SUITE 120,MORRISVILLE,NC,27560,(919) 377-1058,2017/03/09 00:00:00+00,Restaurant,13366,-78.81492453,35.8087175,M
753905,04092016267,CHINA KING,313 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 00:00:00+00,Restaurant,13377,-78.73871452,35.76064286,M
753906,04092017313,STARBUCKS #8589,4325-2119 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 788-0656,2016/09/09 00:00:00+00,Restaurant,13328,-78.67658819,35.8395892,M
753907,04092015630,RIVER PUB,10940 RAVEN RIDGE  RD ,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010/05/11 00:00:00+00,Restaurant,13434,-78.59009973,35.90790792,M
753908,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013/07/01 00:00:00+00,Restaurant,13442,-78.72593809,35.90878313,M
753909,04092017571,PENN STATION #320,700 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-1342,2017/04/17 00:00:00+00,Restaurant,13450,-78.76561938,35.77485795,M
753910,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007/04/23 00:00:00+00,Food Stand,13338,-78.69301587,35.78440188,M
753911,04092016820,DOHERTY'S IRISH PUB & RESTAURANT,5490 APEX PEAKWAY,,APEX,NC,27502,(919) 387-4100,2014/11/17 00:00:00+00,Restaurant,13462,-78.86537597,35.73683859,M
753912,04092017640,NEW CHINA,949 N HARRISON AVE ,,CARY,NC,27513,(919) 380-9328,2017/07/11 00:00:00+00,Restaurant,13471,-78.78451708,35.80143518,M
753913,04092017648,Panera Bread #601879,2410 Landmark DR ,,RALEIGH,NC,27607,,2017/07/19 00:00:00+00,Restaurant,13472,-78.6975704,35.81609747,M
753914,04092017584,IPHO SUSHI KITCHEN & BAR,40001-H WIDEWATERS PKY ,,KNIGHTDALE,NC,27545,(919) 266-8099,2017/04/04 00:00:00+00,Restaurant,13346,0,0,U
753915,04092018256,Sir Walter Coffee + Kitchen,242 S MAIN ST,118,HOLLY SPRINGS,NC,27540-9094,(919) 390-2150,2019/12/05 00:00:00+00,Restaurant,13479,-78.83395027,35.64920445,M
753916,04092017598,MCALISTERS DELI #100956,5505-104 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 900-7846,2017/05/12 00:00:00+00,Restaurant,13350,-78.58184894,35.86077805,M
753917,04092018258,Bruegger's Bagels #4127,10750 Wakefield Commons DR ,Ste 111,RALEIGH,NC,27614,(919) 986-1591,2019/12/09 00:00:00+00,Restaurant,13480,-78.54123068,35.94195641,M
753918,04092018262,Juicehaus,509 E BROAD ST,,FUQUAY VARINA,NC,27526,(919) 285-2130,2019/12/11 00:00:00+00,Restaurant,13481,-78.79419282,35.59352334,M
753919,04092030455,CockADoodleMoo (WCID #510),10125 DIVISION DR,,RALEIGH,NC,27603,(919) 614-0701,2019/12/11 00:00:00+00,Mobile Food Units,13482,-78.7114342,35.63398295,M
753920,04092021496,Harris Teeter #298 Deli/Bakery,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007/12/13 00:00:00+00,Food Stand,13485,-78.90107787,35.82060358,M
753921,04092300242,DON JUAN MEAT MARKET,4005-103 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 255-3301,2009/09/09 00:00:00+00,Meat Market,13360,-78.56824058,35.79916137,M
753922,04092025171,Bull City Hospitality,101 Sportsmanship WAY ,,HOLLY SPRINGS,NC,27540,,2018/03/29 00:00:00+00,Food Stand,13493,-78.83776024,35.66788727,M
753923,04092014719,Chick-fil-A of Knightdale,6711 Knightdale BLVD,,KNIGHTDALE,NC,27545,(919) 217-6981,2006/11/01 00:00:00+00,Restaurant,13501,-78.50467914,35.79768435,M
753924,04092021415,BJ's Membership Club #177 Deli/Meat Market,6301 Triangle Plantation DR ,,RALEIGH,NC,27616,(919) 278-1000,2006/10/25 00:00:00+00,Food Stand,13503,-78.58237548,35.87315637,M
753925,04092016052,JD'S TAVERN,800 W WILLIAMS ST ,,APEX,NC,27502,(919) 629-7285,2011/11/23 00:00:00+00,Restaurant,13508,-78.86480181,35.73964723,M
753926,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 00:00:00+00,Restaurant,13363,0,0,U
753927,04092017650,CONNECTIONS CAFE,8000 PURFOY RD ,,FUQUAY-VARINA,NC,27526,,2017/07/25 00:00:00+00,Restaurant,13518,-78.77357718,35.57846701,M
753928,04092018253,Pizza Hut,10911-111 RAVEN RIDGE RD ,,RALEIGH,NC,27614,(919) 847-7377,2019/12/04 00:00:00+00,Restaurant,13368,-78.59080305,35.90597894,M
753929,04092160086,Holly Hill Adult Hospital Foodservice,221 Michael J. Smith LN ,,RALEIGH,NC,27610,(919) 250-7000,2018/05/25 00:00:00+00,Institutional Food Service,13532,-78.5783855,35.77912888,M
753930,04092015640,Sam's Club #6570 Snackbar,3001 CALVARY  DR ,,RALEIGH,NC,27604,(919) 874-0112,2010/05/28 00:00:00+00,Restaurant,13542,-78.58500406,35.84648464,M
753931,04092016410,TIJUANA FLATS BURRITO CO. #182,161 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 629-7558,2013/04/15 00:00:00+00,Restaurant,13544,-78.84948074,35.66266499,M
753932,04092017794,Bottles & Cans,9954 Chapel Hill RD ,,Cary,NC,27513,(919) 907-0852,2018/01/31 00:00:00+00,Restaurant,13412,0,0,U
753933,04092017814,Co Noodle,101-120 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 258-2070,2018/03/15 00:00:00+00,Restaurant,13455,-78.64050881,35.83857979,M
753934,04092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 567-3738,2018/06/26 00:00:00+00,Restaurant,13559,-78.77235694,35.59259203,M
753935,04092014826,Jimmy John's #791,1904-103 NW Maynard RD ,,CARY,NC,27513,(919) 462-6252,2007/03/12 00:00:00+00,Restaurant,13528,-78.79592213,35.79878903,M
753936,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,13569,-78.69147726,35.99120973,M
753937,04092040360,Chicago J Hot Dogs (WCID #638),TBD ,,TBD,NC,27526,(919) 986-1699,2018/06/04 00:00:00+00,Pushcarts,13555,0,0,U
753938,04092016386,BUFFALO WILD WINGS #439,121 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 577-0450,2013/03/12 00:00:00+00,Restaurant,13572,-78.84948074,35.66266499,M
753939,04092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,,APEX,NC,27539,,2017/01/27 00:00:00+00,Restaurant,13573,-78.81811355,35.72082607,M
753940,04092017529,MCDONALDS #30839,4431 New Bern Ave ,,RALEIGH,NC,27610,(919) 231-3242,2017/03/02 00:00:00+00,Restaurant,13575,-78.56000685,35.80046419,M
753941,04092030364,Lili's Kitchen (WCID #636),18 Kinton Farm Ridge ,,FUQUAY-VARINA,NC,27526,(919) 600-2285,2018/06/05 00:00:00+00,Mobile Food Units,13557,0,0,U
753942,04092017532,HOLLY SPRINGS GAS AND GROCERY,300 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9195,(919) 762-7449,2017/03/06 00:00:00+00,Restaurant,13577,-78.83403944,35.65536219,M
753943,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 00:00:00+00,Restaurant,13596,-78.7119967,35.8587201,M
753944,04092013465,No Fo At The Pig,2014 FAIRVIEW RD ,,RALEIGH,NC,27608-2316,(919) 821-1240,2001/12/11 00:00:00+00,Restaurant,13599,-78.64689531,35.80508846,M
753945,04092016113,Hereghty Heavenly Delicious,2603-123 Glenwood AVE ,,RALEIGH,NC,27608,(919) 787-3995,2012/03/06 00:00:00+00,Restaurant,13594,-78.6604672,35.81647745,M
753946,04092017717,Panera Bread #1643,1100 Village Market PL ,,Morrisville,NC,27560,,2017/10/24 00:00:00+00,Restaurant,13609,-78.81334286,35.80607737,M
753947,04092017611,WHICH WICH #192,4120 MAIN AT NORTH HILLS  ST ,STE 140,RALEIGH,NC,27609,(919) 786-9111,2017/05/31 00:00:00+00,Restaurant,13613,-78.64323049,35.83718561,M
753948,04092030334,815 GOURMET GRILL (WCID # 604),1025 BLUE RIDGE RD ,,RALEIGH,NC,27607,(919) 353-2319,2017/06/06 00:00:00+00,Mobile Food Units,13614,-78.71510697,35.79630808,M
753949,04092022010,SPROUTS #540 PRODUCE,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 00:00:00+00,Food Stand,13647,-78.60286042,35.90143714,M
753950,04092014768,Taqueria La Zacatecana,520 Village CT ,,GARNER,NC,27529,(919) 779-3448,2007/01/10 00:00:00+00,Restaurant,13665,-78.61859506,35.70774919,M
753951,04092160066,THE CYPRESS OF RALEIGH KITCHEN,8710 CYPRESS CLUB DR ,,RALEIGH,NC,27615,(919) 870-9007,2008/06/20 00:00:00+00,Institutional Food Service,13695,-78.66056363,35.90013964,M
753952,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 00:00:00+00,Restaurant,13699,-78.54383057,35.96466469,M
753953,04092016126,PANERA BREAD #1650,1001 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 589-0026,2012/03/27 00:00:00+00,Restaurant,13705,-78.87238568,35.74374477,M
753954,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011/06/01 00:00:00+00,Restaurant,13732,-78.71709223,35.8704333,M
753955,04092022018,PAPA MURPHY'S NC050,9414-108 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 703-0306,2017/06/21 00:00:00+00,Food Stand,13713,-78.6041537,35.90260313,M
753956,04092021874,CHICK-FIL-A #1466,5959 TRIANGLE TOWN BLVD ,FC 1104,RALEIGH,NC,27616,(919) 792-2214,2015/09/15 00:00:00+00,Food Stand,13742,-78.57603863,35.86599856,M
753957,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 00:00:00+00,Restaurant,13756,-78.81098892,35.78581105,M
753958,04092030292,POBLANOS TACOS (WCID #543),1032 Huntsboro  RD ,,KNIGHTDALE,NC,27545,(919) 279-2656,2015/11/06 00:00:00+00,Mobile Food Units,13757,-78.45819365,35.74969345,M
753959,04092017588,MCDONALDS #15546,3508 MILLBROOK RD ,,RALEIGH,NC,27613,(919) 781-3702,2017/05/01 00:00:00+00,Restaurant,13720,-78.71132967,35.86336735,M
753960,04092017996,Applebee's Grill and Bar,11805 Retail DR ,,WAKE FOREST,NC,27587-7352,(919) 488-0101,2018/12/12 00:00:00+00,Restaurant,13759,-78.54257336,35.96855168,M
753961,04092300286,INTERFOOD PLAZA MEAT MARKET,2971 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-7555,2018/12/12 00:00:00+00,Meat Market,13760,-78.37651459,35.79041691,M
753962,04092018000,Vegan Community Kitchen,803 E Williams ST ,,Apex,NC,27502,(919) 372-5027,2018/12/14 00:00:00+00,Restaurant,13761,-78.84409397,35.72219673,M
753963,04092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,SUITE 101,CARY,NC,27511,(919) 377-8244,2017/02/21 00:00:00+00,Restaurant,13762,-78.77734174,35.78786553,M
753964,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017/03/15 00:00:00+00,Restaurant,13763,-78.54331441,35.94865826,M
753965,04092030451,Tacos Y Pupusas Mi Paisano (WCID #745),404 W CHATHAM ST,,CARY,NC,27511,(919) 454-2182,2019/11/25 00:00:00+00,Mobile Food Units,13765,-78.78845716,35.78703957,M
753966,04092018254,Teriyaki Madness,160 SHENSTONE BLVD,,GARNER,NC,27529,,2019/12/02 00:00:00+00,Restaurant,13766,-78.58054205,35.69110315,M
753967,04092018295,FIRST WATCH DAYTIME CAFE,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2020/01/16 00:00:00+00,Restaurant,13769,-78.74823051,35.76313262,M
753968,04092017685,JADE GARDEN CHINESE RESTAURANT,1207 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 594-1813,2017/09/26 00:00:00+00,Restaurant,13781,-78.65564881,35.78267089,M
753969,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,NC,27617,(919) 394-9040,2017/10/13 00:00:00+00,Restaurant,13783,-78.78823819,35.91915394,M
753970,04092017680,SZECHUAN TASTE,6404 TRYON RD ,,CARY,NC,27518,(919) 706-5862,2017/09/26 00:00:00+00,Restaurant,13792,-78.7607936,35.74449898,M
753971,04092110480,WENDELL MIDDLE SCHOOL CAFETERIA,3407 NC HWY 97 ,,WENDELL,NC,27591,(919) 365-1667 ext. 25316,2009/05/05 00:00:00+00,Public School Lunchrooms,13772,-78.39526484,35.80532997,M
753972,04092017773,Tama Tea,401-103 Fayetteville ST ,,RALEIGH,NC,27601,(919) 561-6271,2017/12/30 00:00:00+00,Restaurant,13799,-78.63927582,35.77556192,M
753973,04092017943,MCDONALDS #27548,3494 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-9960,2018/09/28 00:00:00+00,Restaurant,13819,-78.79563566,35.70411834,M
753974,04092017784,NY Bagel Deli & Cafe,7500-111 Ramble WAY ,,RALEIGH,NC,27616,(984) 200-2603,2018/01/20 00:00:00+00,Restaurant,13800,-78.53897134,35.87498247,M
753975,04092016009,STARBUCKS #16019,9441 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 845-4566,2011/09/23 00:00:00+00,Restaurant,13820,-78.65442873,35.90093926,M
753976,04092021689,JAMAICA JERK MASTERS,1909 POOLE RD ,,RALEIGH,NC,27610,(919) 231-7697,2011/09/26 00:00:00+00,Food Stand,13821,-78.61095414,35.77715441,M
753977,04092030256,STUFT (WCID #477),3301 BENTON DRIVE,,RALEIGH,NC,27609,(919) 413-6963,2014/04/16 00:00:00+00,Mobile Food Units,13823,0,0,U
753978,04092018236,Tacos Don Marcos,9629 BITTER MELON DR,,ANGIER,NC,27501,(919) 272-7062,2019/11/19 00:00:00+00,Restaurant,13832,-78.74798609,35.53954963,M
753979,04092018264,Cadence at Wake Forest Dining,3218  Heritage Trade DR ,,WAKE FOREST,NC,27587,(919) 569-2101,2019/12/11 00:00:00+00,Restaurant,13833,-78.51668794,35.95094757,M
753980,04092018273,PandyaNad,4325 GLENWOOD AVE,,RALEIGH,NC,27612,(919) 615-2063,2019/12/12 00:00:00+00,Food Stand,13834,-78.68184484,35.84183815,T
753981,04092017942,MCDONALDS #7501,1299 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 469-3519,2018/09/28 00:00:00+00,Restaurant,13845,-78.78290933,35.76224608,M
753982,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,NC,27612,(919) 783-0506,2014/08/06 00:00:00+00,Food Stand,13851,-78.68184484,35.84183815,T
753983,04092016071,BURGER KING #2983,6500 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 322-2199,2011/12/19 00:00:00+00,Restaurant,13863,-78.70639613,35.85939254,M
753984,04092050029,ST. DAVID'S DINING HALL,3400 WHITE OAK RD ,,RALEIGH,NC,27609,(919) 782-3331 ext. 385,2015/08/17 00:00:00+00,Private School Lunchrooms,13872,-78.6488823,35.82342156,M
753985,04092017025,THE BERKELEY CAFE,217 W MARTIN ST ,,RALEIGH,NC,27601,(919) 828-9190,2015/09/21 00:00:00+00,Restaurant,13875,-78.64280742,35.77679382,M
753986,04092017683,Wayback Burgers,6320-116 Capital BLVD ,,RALEIGH,NC,27616,(919) 977-4444,2017/09/19 00:00:00+00,Restaurant,13870,-78.58011487,35.87107688,M
753987,04092014927,DQ Grill and Chill #41656,1008 Morrisville Carpenter RD ,,MORRISVILLE,NC,27560,(919) 467-6753,2007/08/10 00:00:00+00,Restaurant,13880,-78.84488682,35.81970809,M
753988,04092015281,Zaxby's,8812 HARVEST OAKS  DR ,,RALEIGH,NC,27615,(919) 847-8151,2008/11/07 00:00:00+00,Restaurant,13882,-78.65754379,35.90324644,M
753989,04092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,STE 201,CARY,NC,27518,(919) 803-5358,2009/11/19 00:00:00+00,Restaurant,13883,-78.77660452,35.72829274,M
753990,04092016226,PENN STATION #260,6301  FALLS OF NEUSE RD ,#B,RALEIGH,NC,27609,(919) 896-6871,2012/07/16 00:00:00+00,Restaurant,13893,-78.62251606,35.86922851,M
753991,04092017122,BELLINI FINE ITALIAN CUISINE,107 S EDINBURGH DR ,SUITE 119,CARY,NC,27511,(919) 552-0303,2015/12/30 00:00:00+00,Restaurant,13887,-78.79822545,35.73935005,M
753992,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 00:00:00+00,Restaurant,13904,-78.88560741,35.84442227,M
753993,04092030400,El Toluco (WCID #689),4320 Ten-Ten RD ,,APEX,NC,27539,,2019/03/05 00:00:00+00,Mobile Food Units,13906,-78.7728994,35.6951135,M
753994,04092018074,PIZZERIA VERITAS,1260 NW Maynard RD ,,CARY,NC,27513,(919) 319-3232,2019/03/19 00:00:00+00,Restaurant,13907,-78.80932512,35.7848684,M
753995,04092017994,Buldaegi BBQ House,2470 Walnut ST ,,CARY,NC,27518,(919) 703-0400,2018/12/07 00:00:00+00,Restaurant,13914,-78.74427315,35.75323584,M
753996,04092017967,Abbey Road Tavern & Grill,711 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 762-7731,2018/10/30 00:00:00+00,Restaurant,13916,-78.79214145,35.59183755,M
753997,04092025232,Publix 1552 Produce,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018/11/02 00:00:00+00,Food Stand,13917,-78.90353481,35.82487513,M
753998,04092018007,Sushi at the Park,1163 Parkside Main ST ,,Cary,NC,27519,(984) 333-0199,2018/12/03 00:00:00+00,Restaurant,13918,-78.88929435,35.84836238,M
753999,04092018042,Bodega,110 S White ST ,,WAKE FOREST,NC,27587,(984) 235-4187,2019/01/25 00:00:00+00,Restaurant,13920,-78.50961846,35.97912263,M
754000,04092018053,Skrimp Shack #21,7224 GB Alford HWY ,,HOLLY SPRINGS,NC,27540,(919) 335-3924,2019/02/12 00:00:00+00,Restaurant,13922,-78.83292783,35.63500069,M
754001,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009/11/02 00:00:00+00,Restaurant,13928,-78.74109738,35.76025037,M
754002,04092016306,WINGATE BY WYNDHAM BREAKFAST,1542 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 779-7441,2012/11/16 00:00:00+00,Restaurant,13930,-78.64395289,35.72536501,M
754003,04092018054,Which Wich #770,2808-100 Rogers RD ,,WAKE FOREST,NC,27587,(919) 761-5172,2019/02/08 00:00:00+00,Restaurant,13921,-78.52664419,35.95337257,M
754004,04092017895,Anjappar,101 Ledgestone WAY ,,CARY,NC,27519,,2018/07/26 00:00:00+00,Restaurant,13946,-78.84803797,35.79230683,M
754005,04092025306,Pizza Hut 06316,6330 ROGERS RD,,ROLESVILLE,NC,27571,(984) 237-0021,2020/01/24 00:00:00+00,Food Stand,13948,-78.46695569,35.92118294,M
754006,04092017569,CHIPOTLE #2950,69 EAGLE WING WAY ,,GARNER,NC,27529,(919) 662-1439,2017/03/09 00:00:00+00,Restaurant,13933,-78.58456747,35.69767694,M
754007,04092018305,Miso Ramen,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020/01/27 00:00:00+00,Restaurant,13949,-78.82691458,35.788417,M
754008,04092018311,China Wok,2720 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 821-3038,2020/01/28 00:00:00+00,Restaurant,13951,-78.68034061,35.74405959,M
754009,04092022013,PAPA'S PIZZA & WINGS,5800-111 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 783-7373,2017/05/01 00:00:00+00,Food Stand,13936,-78.71229258,35.85668505,M
754010,04092018312,Noodle Boulevard,1718 WALNUT ST,,CARY,NC,27511,(919) 678-1199,2020/01/30 00:00:00+00,Restaurant,13953,-78.747188,35.76300175,M
754011,04092030460,BFB Fuegos (WCID #723),2950 Wendell BLVD ,,Wendell,NC,27591,(919) 810-3733,2020/01/31 00:00:00+00,Mobile Food Units,13954,-78.37850798,35.79065928,M
754012,04092016179,FRESHBERRY FROZEN YOGURT CAFE,2526 HILLSBOROUGH ST ,STE 104,RALEIGH,NC,27607,(919) 977-7311,2012/05/01 00:00:00+00,Restaurant,13967,-78.6692269,35.78835156,M
754013,04092016189,BURGER KING #17359,851 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-0650,2012/05/31 00:00:00+00,Restaurant,13968,-78.8349912,35.63884148,M
754014,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 00:00:00+00,Food Stand,13970,-78.65475896,35.72582345,M
754015,04092016978,THE BURGER SHOP,203 WAIT AVE ,,WAKE FOREST,NC,27587,(919) 562-2333,2015/07/07 00:00:00+00,Restaurant,13971,-78.50924596,35.9788861,M
754016,04092025147,Papa John's #4838,1440 Brogden Woods DR ,Suite 104,WAKE FOREST,NC,27587,(919) 532-2300,2017/10/17 00:00:00+00,Food Stand,13984,-78.69147726,35.99120973,M
754017,04092021925,FOOD LION #816 PRODUCE,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 233-9708,2015/12/09 00:00:00+00,Food Stand,14007,-78.73773278,35.74361773,M
754018,04092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",,RALEIGH,NC,27616,(919) 872-1127,2018/03/23 00:00:00+00,Restaurant,13989,-78.56786149,35.89607573,M
754019,04092017126,SASSOOL,1347 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 300-5586,2015/12/07 00:00:00+00,Restaurant,14008,-78.78193974,35.75976658,M
754020,04092021942,CIRCLE K #2720320,3289 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 851-4889,2016/02/12 00:00:00+00,Food Stand,14011,-78.69673573,35.76720142,M
754021,04092017154,CAFE TIRAMISU,6008 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-1006,2016/02/17 00:00:00+00,Restaurant,14012,-78.6187408,35.86627943,M
754022,04092021936,CIRCLE K #3146,1720  N MAIN ST ,,FUQUAY VARINA,NC,27526,,2016/02/25 00:00:00+00,Food Stand,14013,-78.75810908,35.59678082,M
754023,04092040357,Charlie C's Hot Dogs on Wheels #2 (WCID #633),3525 Old US 1 HWY ,10am-3pm ,New Hill,NC,27562,(919) 366-5703,2018/04/18 00:00:00+00,Pushcarts,14028,-78.9344958,35.68096162,M
754024,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,(919) 554-6303 ext. 20395,2013/06/14 00:00:00+00,Public School Lunchrooms,14029,-78.44139974,35.90590582,M
754025,04092110464,WAKELON ELEMENTARY SCH. LUNCHROOM,8921 PIPPIN RD.,,ZEBULON,NC,27597,(919) 404-3844 ext. 23230,2007/06/12 00:00:00+00,Public School Lunchrooms,14035,-78.33537224,35.85559212,M
754026,04092014887,Red Robin #573,11420 Capital  BLVD ,,WAKE FOREST,NC,27587,(919) 562-0276,2007/06/15 00:00:00+00,Restaurant,14036,-78.54012917,35.95578383,M
754027,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007/04/05 00:00:00+00,Restaurant,14047,-78.60608423,35.85065239,M
754028,04092300257,Carlie C's IGA #820 Meat Market,1514 GARNER STATION BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 00:00:00+00,Meat Market,14050,-78.65475896,35.72582345,M
754029,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 00:00:00+00,Restaurant,14058,-78.8436742,35.66711942,M
754030,04092030320,BAOZI (WCID #579),6909 GLENWOOD AVE ,,RALEIGH,NC,27602,(919) 307-8870,2016/12/20 00:00:00+00,Mobile Food Units,14059,-78.71371863,35.86286681,M
754031,04092025248,Steve's Place,6320 Capital  BLVD ,,RALEIGH,NC,27616,(919) 872-2222,2019/05/01 00:00:00+00,Food Stand,14067,-78.57847002,35.87073633,M
